LAT,LON,YEAR,MO,DY,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M,PRECTOT,WS10M,PS,QV2M,ALLSKY_SFC_SW_DWN
-37.63269,145.79811,2006,9,26,-0.88,-0.83,16.29,2.26,9.06,0,1.38,97.48,3.7,6.4
-37.63269,145.79811,2006,9,27,0.82,0.87,19.63,6.1,11.87,0.16,2.06,97.12,4.2,5.19
-37.63269,145.79811,2006,9,28,1.09,1.16,18.53,3.54,10.55,0.03,0.66,97.45,4.31,6.45
-37.63269,145.79811,2006,9,29,3.48,3.49,15.21,4.07,9.6,0.12,1.92,97.27,5.07,4.43
-37.63269,145.79811,2006,9,30,3.75,3.77,17.75,6.32,10.89,0.14,1.03,97.55,5.15,6.06
-37.63269,145.79811,2006,10,1,1.83,1.87,21.03,5.82,13.61,0.07,1.72,97.09,4.55,6.31
-37.63269,145.79811,2006,10,2,5.56,5.58,15.71,6.99,12.02,0.02,1.5,97.5,5.9,5.69
-37.63269,145.79811,2006,10,3,6.56,6.57,20.93,6.95,12.8,0.01,1.04,97.82,6.22,6.35
-37.63269,145.79811,2006,10,4,4.62,4.65,24.54,8.03,16.98,0,2.01,97.25,5.47,6.71
-37.63269,145.79811,2006,10,5,4.75,4.76,18.65,7.42,12.36,2.68,2.52,97.18,5.54,4.4
-37.63269,145.79811,2006,10,6,1.08,1.15,17.86,5.75,11.23,0.03,1.33,97.65,4.31,6.49
-37.63269,145.79811,2006,10,7,3.32,3.35,23.51,6.81,15.14,0.02,1.57,97.11,4.99,6.91
-37.63269,145.79811,2006,10,8,2.49,2.52,11.81,4.04,8.95,1.97,2.07,97.64,4.8,5.1
-37.63269,145.79811,2006,10,9,2.5,2.52,14.06,3.29,8.05,0.39,1.44,98.58,4.64,6.13
-37.63269,145.79811,2006,10,10,1.79,1.85,21.49,4.64,12.81,0.01,1.01,98.37,4.49,7.36
-37.63269,145.79811,2006,10,11,0.82,0.89,24.93,9.86,18.07,0.04,2.28,97.74,4.15,7.42
-37.63269,145.79811,2006,10,12,3.66,3.7,30.49,18.1,24.32,0,3.02,97.17,5.12,7.51
-37.63269,145.79811,2006,10,13,7.25,7.26,27.02,14.17,20.21,0.27,1.27,97.11,6.64,6.21
-37.63269,145.79811,2006,10,14,6.69,6.7,17.55,8.89,13.61,1.3,1.44,97.29,6.41,3.84
-37.63269,145.79811,2006,10,15,1.86,1.89,13.99,4.96,9.33,0.21,1.63,97.86,4.46,5.52
-37.63269,145.79811,2006,10,16,1.23,1.29,20.91,2.44,11.91,0,0.99,97.98,4.3,7.33
-37.63269,145.79811,2006,10,17,4.46,4.48,24.17,7.96,17.01,0.09,2.22,97.25,5.46,6.37
-37.63269,145.79811,2006,10,18,6.41,6.44,21.96,12.13,17.06,1.97,1.84,96.97,6.43,5.95
-37.63269,145.79811,2006,10,19,6.35,6.36,21.65,9.45,14.72,0.13,1.19,97.51,6.17,6.82
-37.63269,145.79811,2006,10,20,4.74,4.75,15.91,4.06,9.65,1.87,1.84,97.47,5.56,4.24
-37.63269,145.79811,2006,10,21,-0.39,-0.34,12.73,3.74,7.62,0.36,1.59,98.27,3.79,5.92
-37.63269,145.79811,2006,10,22,-1.07,-0.94,18.79,1.68,9.9,0,0.98,98.4,3.66,7.87
-37.63269,145.79811,2006,10,23,1.48,1.54,23.62,3.52,13.36,0.09,0.94,97.96,4.39,8.02
-37.63269,145.79811,2006,10,24,2.52,2.59,26.5,9.33,18.39,0.01,1.61,97.17,4.83,7.04
-37.63269,145.79811,2006,10,25,4.95,4.97,18.01,6.74,12.6,1.13,1.88,97.07,5.72,3.95
-37.63269,145.79811,2006,10,26,2.03,2.07,18.85,5.68,11.24,0.23,1.12,97.31,4.58,7.6
-37.63269,145.79811,2006,10,27,3.41,3.42,15.34,4.67,9.24,4.74,2.07,96.6,5.06,4.82
-37.63269,145.79811,2006,10,28,0.16,0.2,10.94,3.35,6.35,3.47,1.96,96.96,4.03,4.61
-37.63269,145.79811,2006,10,29,0.84,0.89,17.95,2.15,9.08,0.37,0.97,97.4,4.2,7.26
-37.63269,145.79811,2006,10,30,2.79,2.82,20.67,3.38,11.67,0.11,0.98,97.33,4.83,7.56
-37.63269,145.79811,2006,10,31,4.65,4.66,19.19,5.59,12.34,0.12,0.94,97.09,5.5,6.73
-37.63269,145.79811,2006,11,1,4.58,4.61,26.1,5.92,16.6,0.13,1.02,96.44,5.56,7.17
-37.63269,145.79811,2006,11,2,11.83,11.83,20.37,10.29,14.64,16.3,1.26,96.14,9.08,1.14
-37.63269,145.79811,2006,11,3,6.6,6.61,21.12,8.56,13.67,0.52,1.17,96.94,6.33,6.81
-37.63269,145.79811,2006,11,4,7.95,7.95,20.82,7.48,13.32,0.05,1.34,97.33,6.87,6.01
-37.63269,145.79811,2006,11,5,6.62,6.63,22,8.63,14.58,0.09,1.63,97.48,6.29,6.46
-37.63269,145.79811,2006,11,6,8.65,8.65,18.93,10.55,14.17,0.54,1.54,97.28,7.2,5.27
-37.63269,145.79811,2006,11,7,4.82,4.83,16.15,7.74,11.51,0.26,2.04,97.39,5.58,5
-37.63269,145.79811,2006,11,8,2.15,2.18,16.82,5.12,10.63,0.01,1.78,97.61,4.59,5.2
-37.63269,145.79811,2006,11,9,2,2.05,22.02,4.17,13.05,0.01,1.09,97.43,4.59,7.24
-37.63269,145.79811,2006,11,10,3.5,3.53,25.45,6.78,15.78,0,1.47,96.61,5.13,7.1
-37.63269,145.79811,2006,11,11,7.33,7.34,24.86,7.84,16.44,0.75,0.87,96.34,6.72,6.73
-37.63269,145.79811,2006,11,12,11.83,11.84,24.63,14.11,18.06,4.66,1.75,95.98,9.11,2.04
-37.63269,145.79811,2006,11,13,5.72,5.73,13.36,6.07,10.38,7.8,2.32,96.43,6.18,4.72
-37.63269,145.79811,2006,11,14,2.6,2.63,18.42,4.58,10.52,3.19,2.02,96.47,4.84,6.99
-37.63269,145.79811,2006,11,15,3.61,3.61,6.9,4.11,5.46,10.86,2.06,95.93,5.17,4.48
-37.63269,145.79811,2006,11,16,2.06,2.08,13.18,3.93,8.1,2.05,1.75,97.22,4.58,4.22
-37.63269,145.79811,2006,11,17,4.43,4.45,21.67,4.8,12.75,0.15,0.94,97.74,5.39,8.99
-37.63269,145.79811,2006,11,18,4.49,4.53,26.23,7.6,17.47,0.01,1.25,97.71,5.48,7.76
-37.63269,145.79811,2006,11,19,5.1,5.14,29.61,12.48,21.3,0.02,1.39,97.58,5.75,7.52
-37.63269,145.79811,2006,11,20,6.12,6.14,31.94,15.86,23.87,0,1.28,96.93,6.14,5.08
-37.63269,145.79811,2006,11,21,5.52,5.55,33.19,17.85,25.51,0.12,1.95,96.21,6.06,3.95
-37.63269,145.79811,2006,11,22,8.43,8.43,22.54,12.09,17.67,0.06,1.84,96.69,7.17,6.15
-37.63269,145.79811,2006,11,23,6.55,6.56,21.44,9.58,14.87,0.02,1.47,97.26,6.28,7.93
-37.63269,145.79811,2006,11,24,2.51,2.61,28.22,7.25,17.65,0,0.96,97.28,4.89,9.21
-37.63269,145.79811,2006,11,25,7.5,7.51,27.53,11.68,17.05,0,1.19,96.91,6.74,6.35
-37.63269,145.79811,2006,11,26,1.92,2,21.57,7.51,14.19,0,1.65,97.03,4.68,9.35
-37.63269,145.79811,2006,11,27,2.44,2.5,27.72,6.21,16.48,0,1.07,96.86,4.79,8.88
-37.63269,145.79811,2006,11,28,4.56,4.59,28.76,9.49,18.27,0,1.39,96.47,5.5,9.07
-37.63269,145.79811,2006,11,29,2.24,2.31,19.21,8.41,13.33,0.22,1.86,96.89,4.81,7.56
-37.63269,145.79811,2006,11,30,1.67,1.73,30.42,7.84,20.38,0.03,1.77,96.4,4.5,6.75
-37.63269,145.79811,2006,12,1,5.08,5.12,28.12,13.9,20.84,0.13,1.61,96.18,5.83,7.44
-37.63269,145.79811,2006,12,2,2.51,2.54,16.68,6.98,12.23,0.06,1.93,96.86,4.8,7.28
-37.63269,145.79811,2006,12,3,4.1,4.12,18.32,6.53,11.79,0.63,1.55,97.35,5.28,7.22
-37.63269,145.79811,2006,12,4,1.79,1.88,25.82,6.36,16.33,0.01,0.76,97.25,4.58,9.36
-37.63269,145.79811,2006,12,5,0.48,0.58,29.75,10.1,21.42,0,1.92,96.82,4.13,9.19
-37.63269,145.79811,2006,12,6,5.76,5.78,20.36,8.63,16.21,0.01,1.57,96.98,6.03,6.94
-37.63269,145.79811,2006,12,7,1.73,1.83,24.23,6.08,14.44,0,1.36,97.51,4.6,9.33
-37.63269,145.79811,2006,12,8,4.68,4.72,30.56,7.51,19,0,1.07,97.55,5.58,7.96
-37.63269,145.79811,2006,12,9,5.03,5.07,34.21,13.19,24.09,0,1.34,97.36,5.78,7.38
-37.63269,145.79811,2006,12,10,3.99,4.04,37.93,18.36,26.51,0.15,1.81,96.98,5.49,6.29
-37.63269,145.79811,2006,12,11,7.33,7.34,18.91,7.87,15.44,0.49,2.15,97.33,7.04,5.95
-37.63269,145.79811,2006,12,12,0.13,0.23,21.96,6.01,13.29,0,1.73,97.81,4.01,9.11
-37.63269,145.79811,2006,12,13,2.33,2.38,24.83,7.17,16.49,0.08,1.14,97.14,4.71,6.39
-37.63269,145.79811,2006,12,14,1.45,1.57,32.28,9.14,19.78,1.87,2.34,96.53,4.73,6.85
-37.63269,145.79811,2006,12,15,2.98,3.02,20.28,8.63,13.39,0.26,1.87,97.35,4.94,8.36
-37.63269,145.79811,2006,12,16,3.3,3.33,21.93,8.13,14.44,0.01,1.47,97.65,5,8.97
-37.63269,145.79811,2006,12,17,0.59,0.75,25.47,6.83,16.49,0,0.92,97.59,4.3,9.18
-37.63269,145.79811,2006,12,18,2.68,2.76,28.78,9.85,18.93,0,1.37,97.32,4.91,8.59
-37.63269,145.79811,2006,12,19,3.91,3.97,22.72,11.78,16.48,0,1.62,97.41,5.41,7.52
-37.63269,145.79811,2006,12,20,6.59,6.6,28.37,11.3,19.32,0,1.22,97.1,6.3,7.56
-37.63269,145.79811,2006,12,21,6.05,6.07,33.83,13.87,24.55,0,1.51,96.89,6.12,7.11
-37.63269,145.79811,2006,12,22,12.74,12.75,26.28,14.33,23.03,6.92,2.47,96.56,9.91,2.62
-37.63269,145.79811,2006,12,23,7.94,7.95,18.45,8.57,13.68,4.75,1.7,97.12,7.05,4.34
-37.63269,145.79811,2006,12,24,3.63,3.65,19.92,6.27,11.85,8.85,1.62,96.67,5.18,6.57
-37.63269,145.79811,2006,12,25,3.51,3.52,9.86,5.43,7.59,10.52,2.21,96.95,5.08,5.22
-37.63269,145.79811,2006,12,26,6.98,6.98,14.55,6.35,10.29,4.31,1.85,97.41,6.44,4.58
-37.63269,145.79811,2006,12,27,8.75,8.75,19.61,9.62,13.15,1.47,1.31,97.35,7.25,5.26
-37.63269,145.79811,2006,12,28,6.26,6.27,20.92,7.84,13.84,0.03,1.4,97.26,6.15,7.18
-37.63269,145.79811,2006,12,29,7.19,7.2,24.9,8.22,16.21,0.01,1.02,97.19,6.57,7.78
-37.63269,145.79811,2006,12,30,8.5,8.5,28.02,10.85,19.25,0.25,1.18,97.12,7.21,7.47
-37.63269,145.79811,2006,12,31,11.8,11.8,25.45,15.2,20.07,5.33,1.08,96.97,8.97,4.72
-37.63269,145.79811,2007,1,1,13.21,13.21,23.97,16.31,19.51,2.88,1.18,96.98,9.82,4.01
-37.63269,145.79811,2007,1,2,12.12,12.13,26.34,14.8,21.01,0.38,0.97,97.18,9.15,4.92
-37.63269,145.79811,2007,1,3,13.15,13.15,29.5,17.97,22.91,0.14,1.12,97.4,9.78,8.14
-37.63269,145.79811,2007,1,4,11.35,11.35,30.96,15.9,23.47,0.64,1.36,97.19,8.71,8.67
-37.63269,145.79811,2007,1,5,10.68,10.69,32.3,18.96,25.66,0,1.61,96.83,8.34,6.23
-37.63269,145.79811,2007,1,6,11.1,11.1,29.1,21.3,25.2,0.81,2.13,96.21,8.72,2.87
-37.63269,145.79811,2007,1,7,12.51,12.51,23.01,11.78,18.22,1.95,2.32,95.95,9.67,2.49
-37.63269,145.79811,2007,1,8,5.51,5.53,21.58,10.61,15.28,0.23,1.76,96.71,5.87,7.15
-37.63269,145.79811,2007,1,9,5.96,5.99,28.51,9.2,18.61,0.02,0.91,96.56,6.13,8.01
-37.63269,145.79811,2007,1,10,1.56,1.66,33.33,12.69,23.83,0,1.48,96.26,4.59,8.86
-37.63269,145.79811,2007,1,11,4.02,4.1,35.68,17.26,26.71,0.1,2.07,96.03,5.76,9
-37.63269,145.79811,2007,1,12,9.64,9.64,24.05,14.19,18.84,0.27,1.27,96.45,7.84,6.91
-37.63269,145.79811,2007,1,13,6.68,6.69,23.15,12.33,16.82,0.03,1.69,96.85,6.44,8.75
-37.63269,145.79811,2007,1,14,8.24,8.24,27.55,9.95,18.35,0,1.4,96.94,7.07,8.25
-37.63269,145.79811,2007,1,15,10.67,10.67,31.32,11.72,21.09,0,1.01,96.84,8.3,6.93
-37.63269,145.79811,2007,1,16,12.75,12.75,37.66,15.85,27.52,0.07,1.72,96.54,9.57,7.12
-37.63269,145.79811,2007,1,17,14.84,14.84,31.34,19.63,25.63,1.19,1.09,96.9,10.97,2.17
-37.63269,145.79811,2007,1,18,17.45,17.45,28.26,18.06,22.66,3.66,0.69,97.11,12.92,4.14
-37.63269,145.79811,2007,1,19,19.4,19.4,27.89,18.7,22.49,3.83,0.9,96.69,14.64,2.05
-37.63269,145.79811,2007,1,20,16.61,16.61,30.74,18.95,23.96,8.18,1.72,96.01,12.42,1.81
-37.63269,145.79811,2007,1,21,12.37,12.37,22.74,12.79,18.14,8.14,2.55,95.78,9.54,3.09
-37.63269,145.79811,2007,1,22,9.46,9.47,25.71,12.17,17.46,1.92,1.28,96.79,7.72,7.39
-37.63269,145.79811,2007,1,23,8.37,8.38,29.47,10.41,19.68,0.01,1.1,96.75,7.18,7.85
-37.63269,145.79811,2007,1,24,9.5,9.51,21.77,10.74,16.34,0.22,1.45,97.02,7.69,7.14
-37.63269,145.79811,2007,1,25,6.37,6.39,22.39,8.42,15.12,0.04,1.35,97.02,6.22,8.66
-37.63269,145.79811,2007,1,26,8.73,8.73,25.9,9.48,17.08,0.87,1.27,96.39,7.34,7.7
-37.63269,145.79811,2007,1,27,5.03,5.05,15.95,9.77,12.36,2.05,2.37,96.37,5.82,5.52
-37.63269,145.79811,2007,1,28,6.84,6.84,19.75,8.94,13.19,1.78,1.92,96.43,6.46,5.58
-37.63269,145.79811,2007,1,29,9.8,9.8,22.34,10.99,16.08,0.18,1.19,96.69,7.85,5.72
-37.63269,145.79811,2007,1,30,10.51,10.51,27.58,11.83,19.13,0.52,1.92,96.61,8.27,6.42
-37.63269,145.79811,2007,1,31,4.75,4.79,22.64,9.62,15.17,0.13,1.74,97.29,5.64,8.63
-37.63269,145.79811,2007,2,1,5.99,6.01,30.03,8.32,19.26,0,0.97,97.32,6.07,8.76
-37.63269,145.79811,2007,2,2,8.48,8.49,33.47,13.87,23.51,0,1.33,97.18,7.2,8.63
-37.63269,145.79811,2007,2,3,8.71,8.72,31.14,14.32,21.95,0,1.35,97.35,7.34,8.33
-37.63269,145.79811,2007,2,4,9.55,9.56,33.89,12.14,22.93,0,0.93,97.16,7.81,8.42
-37.63269,145.79811,2007,2,5,8.85,8.87,34.7,16.16,24.48,0,1.72,96.67,7.59,8.69
-37.63269,145.79811,2007,2,6,9.56,9.57,22.91,13.9,17.58,0.11,1.87,96.68,7.81,5.36
-37.63269,145.79811,2007,2,7,11.21,11.21,23.91,13.24,17.84,0.36,1.83,96.4,8.63,4.67
-37.63269,145.79811,2007,2,8,7.7,7.71,24.51,11.99,17.41,0.05,1.81,96.59,6.86,6.29
-37.63269,145.79811,2007,2,9,9.71,9.71,30.91,12,21.28,0.09,1.18,96.42,7.87,6.9
-37.63269,145.79811,2007,2,10,12.48,12.48,23.53,14.33,18.18,2.73,1.42,96.44,9.44,5.36
-37.63269,145.79811,2007,2,11,14.77,14.77,22.46,15.13,18.19,5.97,2.29,96.85,10.88,6.17
-37.63269,145.79811,2007,2,12,11.69,11.69,28.36,14.16,20.47,0.97,1.61,97.27,8.89,6.9
-37.63269,145.79811,2007,2,13,11.22,11.22,28.95,15.44,22.02,1.7,1.18,97.21,8.62,5.55
-37.63269,145.79811,2007,2,14,13.01,13.01,30.44,17.41,23.81,3.12,0.82,97.18,9.7,5.73
-37.63269,145.79811,2007,2,15,13.07,13.07,31.79,17.06,24.24,2.3,0.75,97.14,9.76,5.99
-37.63269,145.79811,2007,2,16,12.44,12.45,33.2,19.3,25.2,2.05,1.23,97.18,9.4,6.46
-37.63269,145.79811,2007,2,17,12.34,12.35,33.97,19.86,26.09,0.25,1.31,97.5,9.25,7.77
-37.63269,145.79811,2007,2,18,11.75,11.75,35,18.8,26.1,3.21,1.56,97.22,9.04,6.09
-37.63269,145.79811,2007,2,19,16.71,16.71,29.72,17.97,23.14,1.93,0.78,97.41,12.27,6.41
-37.63269,145.79811,2007,2,20,13.25,13.25,32.7,16.97,24.49,0.27,0.94,97.49,9.94,7.03
-37.63269,145.79811,2007,2,21,14.49,14.49,30.67,18.27,23.59,3.6,0.58,97.39,10.65,3.94
-37.63269,145.79811,2007,2,22,15.74,15.74,30.2,16.74,23.2,2.04,0.83,97.11,11.56,5.44
-37.63269,145.79811,2007,2,23,14.71,14.71,32.1,16.6,23.81,3.33,1.01,96.89,10.86,4.93
-37.63269,145.79811,2007,2,24,12.19,12.19,24.41,13.51,18.71,1.42,1.39,97.18,9.26,4.73
-37.63269,145.79811,2007,2,25,10.54,10.54,25.8,12.01,17.98,1.4,1.43,97.4,8.23,6.08
-37.63269,145.79811,2007,2,26,10.75,10.76,28.14,13.6,20.24,0.38,1.37,97.29,8.45,6.46
-37.63269,145.79811,2007,2,27,12.85,12.85,20.55,14.56,17.13,5.45,1.31,97.02,9.6,2.48
-37.63269,145.79811,2007,2,28,12.82,12.82,26.23,13.94,19.49,3.4,0.67,96.43,9.71,3.94
-37.63269,145.79811,2007,3,1,13.42,13.42,26,14.73,19.87,1.32,1.25,96.37,10.06,5.29
-37.63269,145.79811,2007,3,2,13.2,13.21,29.98,14.14,21.9,0.06,0.79,96.11,9.92,5.88
-37.63269,145.79811,2007,3,3,12.42,12.42,34.07,17.28,24,0.17,1.78,95.99,9.46,4.6
-37.63269,145.79811,2007,3,4,10.72,10.72,23.21,13.73,17.65,0.22,1.36,96.67,8.4,5.75
-37.63269,145.79811,2007,3,5,7.11,7.11,19.74,10.94,14.86,0.13,1.86,97.32,6.54,5.23
-37.63269,145.79811,2007,3,6,6.36,6.38,24.67,8.95,16.35,0.02,1.51,97.42,6.2,5.83
-37.63269,145.79811,2007,3,7,9.67,9.67,26.81,13.76,19.46,1.63,1.65,96.8,7.88,5.66
-37.63269,145.79811,2007,3,8,8.66,8.67,18.95,11.39,14.68,0.29,1.77,96.78,7.34,4.5
-37.63269,145.79811,2007,3,9,8.08,8.08,25.18,8.88,16.44,0,1.22,96.84,7,6.8
-37.63269,145.79811,2007,3,10,5.97,5.99,30.9,10.26,20.03,0,0.91,96.27,6.18,7.09
-37.63269,145.79811,2007,3,11,7.36,7.38,22.88,13.72,18.4,0.03,2.02,96.16,6.83,5.09
-37.63269,145.79811,2007,3,12,6.05,6.06,20.5,10.92,15.31,0.02,2.04,97.12,6.06,5.32
-37.63269,145.79811,2007,3,13,6.09,6.1,24.59,8.3,15.52,0,1.27,97.48,6.1,5.72
-37.63269,145.79811,2007,3,14,5.8,5.83,29.92,9.55,19.04,0,0.85,97.17,6.06,6.32
-37.63269,145.79811,2007,3,15,11.12,11.14,31.32,15.04,22.18,5.28,1.67,96.6,9.37,3.08
-37.63269,145.79811,2007,3,16,16.39,16.39,22.65,13.12,18.8,7.18,1.43,96.52,12.25,2.18
-37.63269,145.79811,2007,3,17,8.01,8.02,18.81,9.51,13.96,0.5,1.54,97.24,6.96,4.73
-37.63269,145.79811,2007,3,18,6.62,6.63,24.47,7.42,15.22,0.01,0.99,97.37,6.28,5.29
-37.63269,145.79811,2007,3,19,7.78,7.79,25.77,11.36,17.71,0.32,0.91,97.07,6.86,4.6
-37.63269,145.79811,2007,3,20,14.36,14.36,19.31,13.42,16.01,22.43,0.94,96.97,10.69,0.31
-37.63269,145.79811,2007,3,21,14.06,14.06,27.12,13.67,19.78,1.33,0.68,97.35,10.36,5.33
-37.63269,145.79811,2007,3,22,14.48,14.48,30.02,14.79,22.44,0.07,1.39,97.36,10.61,4.83
-37.63269,145.79811,2007,3,23,15.02,15.02,32.06,20.07,26.17,1.12,2.38,96.58,11.07,3.92
-37.63269,145.79811,2007,3,24,8.99,8.99,18.05,8.68,12.17,18.88,1.85,97.12,7.58,3.72
-37.63269,145.79811,2007,3,25,3.69,3.72,18.18,6.17,11.76,0.07,1.42,98.1,5.1,5.42
-37.63269,145.79811,2007,3,26,6.82,6.82,22.74,7.2,14.51,0.38,0.95,97.92,6.32,5.32
-37.63269,145.79811,2007,3,27,8.05,8.06,23.68,10.71,16.46,0,1.28,97.29,6.92,5.43
-37.63269,145.79811,2007,3,28,8.93,8.94,21.62,13.23,17.25,8.37,1.82,96.41,7.56,1.46
-37.63269,145.79811,2007,3,29,8.45,8.46,18.14,10.85,14.01,9.56,1.67,96.22,7.32,2.75
-37.63269,145.79811,2007,3,30,8.08,8.08,12.89,8.88,10.74,4.84,2.18,96.92,6.96,2.55
-37.63269,145.79811,2007,3,31,8.36,8.37,17.67,9.9,12.66,1.15,1.4,97.68,7.05,3.99
-37.63269,145.79811,2007,4,1,9.64,9.64,22.93,10.44,15.54,0.14,0.58,97.75,7.69,4.73
-37.63269,145.79811,2007,4,2,9.98,9.98,21.78,9.36,14.77,0.07,1.05,97.46,7.9,3.29
-37.63269,145.79811,2007,4,3,8.62,8.63,18.67,9.99,13.52,0.06,1.37,97.67,7.19,3.64
-37.63269,145.79811,2007,4,4,7.56,7.56,20.34,8.55,13.1,0.04,1.12,97.68,6.66,4.81
-37.63269,145.79811,2007,4,5,7.83,7.83,16.75,9.27,12.08,0.7,1.41,97.82,6.8,2.87
-37.63269,145.79811,2007,4,6,6.68,6.68,18.78,7.17,12.29,0.22,1.27,98.15,6.23,4.25
-37.63269,145.79811,2007,4,7,5.2,5.21,20.59,5.99,12.42,0.01,0.78,98.35,5.66,4.71
-37.63269,145.79811,2007,4,8,6.66,6.67,23.11,8,14.95,0.01,1.01,98.41,6.23,5.08
-37.63269,145.79811,2007,4,9,7.46,7.47,23.93,9.92,16.03,0,1.42,98.4,6.59,5.18
-37.63269,145.79811,2007,4,10,6.95,6.96,23.26,11.98,16.56,0.02,1.51,98.16,6.37,4.14
-37.63269,145.79811,2007,4,11,8.83,8.83,21.28,9.78,14.86,0,1.31,98.09,7.27,4.84
-37.63269,145.79811,2007,4,12,6.66,6.67,22.99,7.24,14.01,0.03,1,98.03,6.29,4.53
-37.63269,145.79811,2007,4,13,5.85,5.87,24.92,7.88,15.61,0.01,1.25,97.82,5.96,4.81
-37.63269,145.79811,2007,4,14,7.54,7.55,26.01,12.56,18.11,0.6,1.41,97.45,6.75,3.27
-37.63269,145.79811,2007,4,15,8.59,8.59,21.56,11.94,16.18,0.02,1.24,97.08,7.25,4.29
-37.63269,145.79811,2007,4,16,10.79,10.79,19.44,11.13,14.67,0.14,1.16,97.2,8.35,2.62
-37.63269,145.79811,2007,4,17,8.02,8.03,22.28,8.92,15.28,0,1.34,96.9,6.98,3.75
-37.63269,145.79811,2007,4,18,6.06,6.07,20.23,11.23,15.33,0.02,1.11,96.96,6.09,4.41
-37.63269,145.79811,2007,4,19,6.69,6.7,20.65,10.42,15.08,0,0.95,97.1,6.33,3.06
-37.63269,145.79811,2007,4,20,6.08,6.09,23.04,9.31,15.48,0,1.31,97.18,6.07,4.26
-37.63269,145.79811,2007,4,21,7.33,7.34,22.5,9.51,13.71,7.14,1.2,97.17,6.73,1.85
-37.63269,145.79811,2007,4,22,11.07,11.07,17.19,10.38,12.86,3.67,1.29,97.51,8.46,2.47
-37.63269,145.79811,2007,4,23,9.27,9.27,18.01,9.74,12.89,1.1,1.63,97.89,7.48,3.85
-37.63269,145.79811,2007,4,24,7.33,7.33,18.41,9.27,12.73,0.21,1.41,97.98,6.54,3.89
-37.63269,145.79811,2007,4,25,6.97,6.98,19.54,8.17,12.8,0.03,0.99,97.78,6.4,3.45
-37.63269,145.79811,2007,4,26,5.55,5.57,20.04,7.44,12.84,0.02,1.12,97.49,5.87,3.41
-37.63269,145.79811,2007,4,27,8.66,8.66,19.31,10.45,13.63,1.43,1.45,96.67,7.29,2.18
-37.63269,145.79811,2007,4,28,10.51,10.51,17.86,9.79,13.36,6.81,1.32,95.75,8.33,2.63
-37.63269,145.79811,2007,4,29,10.43,10.43,17.21,9.4,12.6,6.19,1.22,95.58,8.29,1.64
-37.63269,145.79811,2007,4,30,10.18,10.18,17.19,8.84,12.45,1.01,0.83,96.3,8.07,2.68
-37.63269,145.79811,2007,5,1,8.29,8.29,19.17,9.65,13.92,0.2,1.78,96.64,7.12,2.49
-37.63269,145.79811,2007,5,2,8.06,8.07,18.79,12.96,15.29,0.7,2.28,96.1,7.06,2.08
-37.63269,145.79811,2007,5,3,10.61,10.61,15.99,10.83,14.29,17.28,2.54,95.7,8.38,1.49
-37.63269,145.79811,2007,5,4,8.27,8.27,17.17,11.14,13.87,0.42,2.42,96.45,7.08,2.4
-37.63269,145.79811,2007,5,5,10.99,10.99,18.55,12.06,14.45,4.39,1.78,96.96,8.5,1.42
-37.63269,145.79811,2007,5,6,9.63,9.63,16.55,9.92,13.64,0.77,1.37,97.39,7.77,2.95
-37.63269,145.79811,2007,5,7,8.91,8.91,18.64,9.28,14.13,0.18,1.65,97.37,7.34,2.45
-37.63269,145.79811,2007,5,8,8.29,8.3,16.44,9.42,13.8,0.23,1.24,97.52,7.08,2.23
-37.63269,145.79811,2007,5,9,5.37,5.38,13.71,7.54,10.11,0.01,1.27,98.13,5.71,2.66
-37.63269,145.79811,2007,5,10,7.26,7.27,15.91,7.68,10.66,0,0.99,98.33,6.49,2.55
-37.63269,145.79811,2007,5,11,8.63,8.63,19.17,8.79,12.31,0.01,0.79,98.26,7.15,3.33
-37.63269,145.79811,2007,5,12,6.26,6.27,20.25,7.1,12.57,0.02,1.32,98.02,6.12,3.21
-37.63269,145.79811,2007,5,13,8.51,8.51,18.9,8.69,13.59,0.08,1.28,97.67,7.15,2.74
-37.63269,145.79811,2007,5,14,11.05,11.05,20.82,11.07,14.8,0.91,1.14,97.59,8.44,1.69
-37.63269,145.79811,2007,5,15,11.23,11.23,18.33,11.83,14.2,5.2,1.25,97.26,8.59,1.54
-37.63269,145.79811,2007,5,16,12.11,12.11,19.81,11.85,14.68,1.27,1.06,97.31,9.08,2.16
-37.63269,145.79811,2007,5,17,12.28,12.28,16.31,11.3,13.41,11.14,1.11,97.21,9.22,0.83
-37.63269,145.79811,2007,5,18,11.24,11.24,13.7,9.77,11.59,15.41,1.12,96.36,8.67,0.86
-37.63269,145.79811,2007,5,19,8.86,8.86,13.34,8.65,10.8,2.24,2.1,96.51,7.38,1.59
-37.63269,145.79811,2007,5,20,7.44,7.44,12.2,8.1,9.6,2.5,1.8,96.9,6.66,1.74
-37.63269,145.79811,2007,5,21,6.35,6.35,12.63,6.34,9.26,8.62,2.3,96.36,6.22,0.97
-37.63269,145.79811,2007,5,22,4.81,4.82,11.21,6.09,8.34,1.04,1.91,96.94,5.55,1.92
-37.63269,145.79811,2007,5,23,7.7,7.7,13.5,8.26,10.53,1.64,1.9,97.21,6.76,1.61
-37.63269,145.79811,2007,5,24,5.78,5.78,14.44,8.64,11.32,0.33,2.45,97.3,5.91,2.69
